\                                                                               
\fixlen = T
\RowsRetrieved =            200038
\For detailed descriptions of the columns, go to http://exoplanetarchive.ipac.caltech.edu/docs/documentation.html and choose the appropriate table guide.
\ 
\ dataspan (days) 
\ ___ Data Span
\ 
|   dataspan|
|     double|
|       days|
|       null|
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
    217.1890 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1238.0020 
   1458.9310 
    868.0830 
   1238.0020 
   1458.9310 
   1238.0020 
   1458.9310 
   1458.9310 
   1420.6720 
   1238.0020 
   1458.9310 
   1238.0020 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1339.0450 
   1297.1270 
   1458.9310 
   1458.9310 
   1238.0020 
   1458.9310 
   1458.9310 
   1297.1270 
   1387.6250 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1200.9480 
   1238.0020 
   1238.0020 
   1458.9310 
   1458.9310 
   1458.9310 
        null 
        null 
    316.0660 
   1458.9310 
   1458.9310 
   1339.0450 
   1458.9310 
   1458.9310 
   1238.0020 
    217.1890 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1238.0020 
    101.4930 
   1458.9310 
   1458.9310 
   1458.9310 
   1238.0020 
   1458.9310 
   1420.6720 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1238.0020 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1238.0020 
   1458.9310 
   1420.6720 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1204.9540 
   1297.1270 
   1238.0020 
   1458.9310 
   1204.9540 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
    196.1800 
   1458.9310 
    316.0660 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1239.2070 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1238.0020 
   1458.9310 
   1458.9310 
    316.0660 
    217.1890 
   1458.9310 
   1458.9310 
   1238.0020 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1458.9310 
   1420.6720 
