\                                                                               
\fixlen = T
\RowsRetrieved =            200038
\For detailed descriptions of the columns, go to http://exoplanetarchive.ipac.caltech.edu/docs/documentation.html and choose the appropriate table guide.
\ 
\ kepmag (mag) 
\ ___ Kepler-band Magnitude Value [mag]
\ 
| kepmag|
| double|
|    mag|
|   null|
  11.678 
  13.152 
   9.196 
  11.901 
  15.264 
  13.306 
  14.799 
  11.666 
  12.380 
  13.757 
  13.575 
  13.960 
  13.137 
  13.475 
  12.176 
  12.082 
  15.963 
  11.729 
  13.228 
  15.162 
  13.195 
  15.780 
  15.269 
  14.979 
  15.648 
  15.882 
  13.759 
  15.974 
  13.957 
  15.303 
  13.340 
  13.087 
  11.940 
  12.581 
  11.441 
  13.195 
  15.345 
  15.834 
  14.281 
  15.439 
  14.248 
  12.517 
  15.818 
  15.279 
  15.310 
  15.100 
  13.086 
  15.922 
  15.700 
  14.966 
  11.822 
  15.348 
  12.262 
  13.566 
  16.528 
  10.150 
  14.813 
  12.136 
  13.161 
  15.439 
  15.282 
  11.738 
  12.509 
  15.034 
  12.026 
  10.596 
  14.712 
  13.258 
  15.865 
  14.649 
  15.350 
  12.936 
  13.793 
  15.278 
  11.872 
  15.802 
  13.428 
  12.304 
  13.897 
  11.001 
   9.208 
  12.422 
  12.559 
  15.851 
  14.206 
  12.344 
  12.099 
  14.479 
  15.270 
  15.754 
  15.357 
  12.114 
  13.939 
  14.145 
  13.620 
  12.886 
  13.884 
  14.808 
  15.482 
  13.030 
  15.850 
  13.658 
  15.496 
  15.321 
  10.863 
  13.976 
  13.761 
  12.646 
  12.649 
  13.146 
  15.323 
  13.028 
  13.280 
  15.401 
  13.369 
  15.510 
  12.581 
  15.410 
  14.912 
   9.700 
   9.519 
  13.210 
  14.236 
  15.826 
  13.763 
  13.561 
  12.479 
  12.357 
  14.908 
  13.907 
  11.631 
  12.350 
  13.569 
  12.610 
  13.761 
  13.984 
  10.219 
  13.603 
  13.946 
  15.570 
  13.497 
  13.978 
  13.986 
  11.664 
  12.475 
  11.240 
  15.739 
  11.216 
  15.824 
  13.762 
  11.681 
  14.793 
  14.903 
  12.658 
  15.802 
  13.655 
  14.786 
  11.446 
  13.626 
  15.508 
  14.810 
  15.617 
  12.720 
  12.797 
  14.280 
  15.211 
  15.284 
  13.713 
  13.459 
  15.816 
  13.211 
  12.026 
  12.955 
  11.978 
  15.995 
  13.208 
  11.791 
  15.243 
  15.382 
  11.386 
  13.735 
  15.554 
  15.797 
  15.274 
  10.875 
  13.800 
  15.901 
  11.528 
  13.933 
  13.193 
  14.115 
  13.620 
  12.151 
  13.472 
  13.973 
  14.270 
  14.305 
  11.872 
  15.419 
  13.103 
  15.227 
  13.510 
  12.563 
  11.926 
  13.314 
  15.823 
  13.197 
  10.472 
