\                                                                               
\fixlen = T
\RowsRetrieved =            200038
\For detailed descriptions of the columns, go to http://exoplanetarchive.ipac.caltech.edu/docs/documentation.html and choose the appropriate table guide.
\ 
\ rrmscdpp01p5 (ppm) 
\ ___ Robust RMS CDPP for a Searched Transit of 1.5 hrs of Duration
\ 
|     rrmscdpp01p5|
|           double|
|              ppm|
|             null|
           125.786 
           675.421 
            58.576 
            61.777 
           417.230 
           112.096 
           305.897 
            89.764 
           126.664 
           132.234 
           117.690 
           246.765 
           107.606 
           120.856 
            65.238 
            97.554 
           570.671 
            70.135 
           204.942 
           313.391 
           106.633 
           517.258 
           368.473 
           285.210 
           467.657 
           560.087 
           140.073 
           615.006 
           152.217 
           407.733 
           109.645 
           100.097 
            59.753 
           156.355 
            60.197 
           107.476 
           412.860 
           609.266 
           214.218 
           439.721 
           196.047 
           111.283 
           557.729 
           500.216 
           389.290 
           316.750 
           188.860 
           531.214 
           498.042 
           305.508 
            56.247 
           302.881 
              null 
              null 
           996.479 
            37.145 
           277.667 
           134.133 
            94.516 
           436.756 
           339.009 
           122.450 
            83.819 
           291.442 
            53.522 
            54.065 
           245.385 
           223.466 
           509.604 
           224.108 
           374.128 
           165.811 
           247.445 
           806.467 
            50.137 
           510.884 
           112.351 
            61.576 
           152.919 
            89.618 
            19.151 
            64.731 
            80.611 
           586.676 
           194.401 
            66.326 
            81.862 
           227.987 
           382.658 
           534.820 
           398.755 
           178.739 
           144.892 
           194.755 
           124.076 
            82.985 
           238.602 
           272.107 
           394.617 
            85.318 
           519.649 
           140.772 
           427.829 
           360.864 
            36.126 
           156.125 
           133.511 
           485.252 
            70.633 
           125.433 
           354.166 
           324.105 
           228.062 
           388.152 
           112.763 
           413.718 
            71.269 
           378.946 
           395.866 
            64.562 
            24.698 
           150.478 
           186.463 
           609.655 
           183.400 
           127.127 
            74.801 
            66.197 
           282.820 
           148.327 
            59.556 
            87.677 
           120.438 
           163.061 
           229.463 
           148.264 
            82.510 
           142.921 
           148.481 
           468.698 
           108.464 
           161.814 
           162.320 
            66.261 
            79.112 
           234.182 
           512.497 
            66.215 
           511.451 
           256.211 
           102.584 
           319.978 
           366.682 
            79.532 
           564.235 
           165.943 
           251.886 
           106.719 
           134.443 
           416.293 
           257.523 
           490.083 
           119.822 
            86.010 
           182.750 
           359.378 
           414.473 
           130.082 
           123.953 
           574.550 
            92.626 
           101.910 
            83.549 
           134.219 
           564.372 
           120.248 
           132.897 
           351.397 
           357.292 
           152.624 
           171.836 
           438.734 
           561.639 
           393.805 
            47.610 
           158.772 
           568.864 
            98.940 
           302.860 
            92.802 
           258.176 
           148.527 
            95.068 
           122.590 
           215.394 
           196.480 
           297.934 
            76.930 
           348.374 
           103.510 
           442.957 
           114.374 
            66.271 
