\                                                                               
\fixlen = T
\RowsRetrieved =            200038
\For detailed descriptions of the columns, go to http://exoplanetarchive.ipac.caltech.edu/docs/documentation.html and choose the appropriate table guide.
\ 
\ logg_err1 (cm/s**2) 
\ ___ Stellar Surface Gravity Upper Uncertainty [log10(cm/s**2)]
\ 
| logg_err1|
|    double|
|   cm/s**2|
|      null|
      0.928 
      0.638 
      0.030 
      0.258 
      0.050 
      0.058 
      0.051 
      0.030 
      0.372 
      0.510 
      0.343 
      0.063 
      0.246 
      0.336 
      0.428 
      0.496 
      0.078 
      0.033 
      0.030 
      0.072 
      0.209 
      0.045 
      0.032 
      0.082 
      0.042 
      0.062 
      0.170 
      0.042 
      0.054 
      0.024 
      0.567 
      0.220 
      0.319 
      0.027 
      0.033 
      0.198 
      0.032 
      0.049 
      0.030 
      0.052 
      0.050 
      0.672 
      0.032 
      0.060 
      0.099 
      0.027 
      0.455 
      0.062 
      0.075 
      0.044 
      0.292 
      0.040 
      0.125 
      0.117 
      0.076 
      0.208 
      0.032 
      0.033 
      0.170 
      0.049 
      0.038 
      0.030 
      0.304 
      0.066 
      0.156 
      0.033 
      0.208 
      0.030 
      0.041 
      0.240 
      0.050 
      0.287 
      0.143 
      0.052 
      0.280 
      0.032 
      0.188 
      0.343 
      0.214 
      0.138 
      0.276 
      0.174 
      0.015 
      0.031 
      0.013 
      0.210 
      0.024 
      0.078 
      0.071 
      0.049 
      0.065 
      0.033 
      0.246 
      0.078 
      0.203 
      0.092 
      0.366 
      0.059 
      0.065 
      0.030 
      0.030 
      0.344 
      0.028 
      0.044 
      0.070 
      0.487 
      0.180 
      0.224 
      0.459 
      0.105 
      0.156 
      0.342 
      0.511 
      0.040 
      0.080 
      0.080 
      0.030 
      0.052 
      0.027 
      0.030 
      0.375 
      0.090 
      0.375 
      0.024 
      0.210 
      0.546 
      0.188 
      0.095 
      0.039 
      0.592 
      0.015 
      0.292 
      0.413 
      0.033 
      0.772 
      0.084 
      0.038 
      0.022 
      0.306 
      0.105 
      0.168 
      0.054 
      0.138 
      0.288 
      0.405 
      0.612 
      0.090 
      0.030 
      0.028 
      0.246 
      0.400 
      0.088 
      0.070 
      0.068 
      0.030 
      0.405 
      0.060 
      0.030 
      0.203 
      0.082 
      0.052 
      0.050 
      0.030 
      0.203 
      0.196 
      0.056 
      0.050 
      0.190 
      0.357 
      0.035 
      0.103 
      0.033 
      0.143 
      0.030 
      0.038 
      0.072 
      0.035 
      0.108 
      0.042 
      0.158 
      0.787 
      0.039 
      0.048 
      0.045 
      0.259 
      0.322 
      0.088 
      0.228 
      0.030 
      0.312 
      0.031 
      0.015 
      0.180 
      0.054 
      0.140 
      0.042 
      0.036 
      0.351 
      0.074 
      0.220 
      0.030 
      0.051 
      0.292 
