\                                                                               
\fixlen = T
\RowsRetrieved =            200038
\For detailed descriptions of the columns, go to http://exoplanetarchive.ipac.caltech.edu/docs/documentation.html and choose the appropriate table guide.
\ 
\ dutycycle 
\ ___ Duty Cycle
\ 
| dutycycle|
|    double|
|          |
|      null|
     0.8737 
     0.8677 
     0.8737 
     0.8731 
     0.8736 
     0.8735 
     0.8735 
     0.8945 
     0.8736 
     0.8733 
     0.8734 
     0.8540 
     0.8738 
     0.8732 
     0.8737 
     0.8734 
     0.8722 
     0.8723 
     0.4225 
     0.8719 
     0.8735 
     0.8723 
     0.8737 
     0.8735 
     0.8744 
     0.8724 
     0.8735 
     0.8721 
     0.8735 
     0.8737 
     0.8735 
     0.8735 
     0.8178 
     0.8844 
     0.4748 
     0.8737 
     0.8734 
     0.8725 
     0.8735 
     0.8738 
     0.4749 
     0.6660 
     0.8738 
     0.8667 
     0.8739 
     0.8735 
     0.4164 
     0.8724 
     0.8724 
     0.8737 
     0.8733 
     0.8736 
       null 
       null 
     0.8199 
     0.8729 
     0.8690 
     0.8238 
     0.8735 
     0.8737 
     0.8724 
     0.8942 
     0.8736 
     0.8737 
     0.8723 
     0.8734 
     0.8735 
     0.8740 
     0.8723 
     0.8858 
     0.8737 
     0.8737 
     0.8729 
     0.8609 
     0.8736 
     0.8746 
     0.8736 
     0.8736 
     0.8734 
     0.8740 
     0.8712 
     0.8733 
     0.8734 
     0.8736 
     0.8723 
     0.8735 
     0.8729 
     0.8736 
     0.8723 
     0.8737 
     0.8736 
     0.8739 
     0.8736 
     0.8738 
     0.8734 
     0.8735 
     0.8737 
     0.8736 
     0.8724 
     0.8736 
     0.8744 
     0.8735 
     0.8735 
     0.8737 
     0.8735 
     0.8734 
     0.8737 
     0.8682 
     0.8734 
     0.8734 
     0.8738 
     0.2229 
     0.4749 
     0.8723 
     0.8736 
     0.2302 
     0.8735 
     0.8736 
     0.8738 
     0.8741 
     0.8728 
     0.8720 
     0.8630 
     0.8737 
     0.8204 
     0.8736 
     0.8736 
     0.8737 
     0.8737 
     0.8735 
     0.8733 
     0.8732 
     0.8734 
     0.3637 
     0.8735 
     0.8735 
     0.8733 
     0.8717 
     0.8728 
     0.8724 
     0.8734 
     0.8737 
     0.8203 
     0.8950 
     0.8734 
     0.8741 
     0.8725 
     0.8726 
     0.8738 
     0.8736 
     0.8733 
     0.8738 
     0.8738 
     0.8735 
     0.8738 
     0.8736 
     0.8732 
     0.8737 
     0.8734 
     0.8745 
     0.8737 
     0.8746 
     0.8729 
     0.8737 
     0.8736 
     0.8723 
     0.8723 
     0.8736 
     0.8736 
     0.8722 
     0.8737 
     0.8215 
     0.8732 
     0.8235 
     0.8722 
     0.8733 
     0.8765 
     0.8724 
     0.8736 
     0.8734 
     0.8736 
